sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;Profile 1;Profile 2
2.534;52;;60rounds;Yes;No;2;0.84833;0.85649;0.00000;0.09595;1.70482;BRAMAgent@1362;boa-C..Users.Administrator.eclipse.workspace.masProject.bin.group13.Group13_BS-C..Users.Administrator.eclipse.workspace.masProject.bin.group13.Group13_AS-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-C..Users.Administrator.eclipse.workspace.masProject.bin.group13.Group13_OMS_t@1363;0.8483333333333334;0.8564909885811369;0.8483333333333334;0.8564909885811369;0.0;0.8564909885811369;party1_utility.xml;party2_utility.xml
0.587;61;;60rounds;Yes;No;2;0.36900;0.93667;0.07533;0.57975;1.30567;KLH@1364;boa-C..Users.Administrator.eclipse.workspace.masProject.bin.group13.Group13_BS-C..Users.Administrator.eclipse.workspace.masProject.bin.group13.Group13_AS-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-C..Users.Administrator.eclipse.workspace.masProject.bin.group13.Group13_OMS_t@1365;0.9366666666666666;0.3690005211717035;0.9366666666666666;0.3690005211717035;0.0;0.3690005211717035;party1_utility.xml;party2_utility.xml
0.889;48;;60rounds;Yes;No;2;0.84833;0.85649;0.00000;0.09595;1.70482;boa-C..Users.Administrator.eclipse.workspace.masProject.bin.group13.Group13_BS-C..Users.Administrator.eclipse.workspace.masProject.bin.group13.Group13_AS-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-C..Users.Administrator.eclipse.workspace.masProject.bin.group13.Group13_OMS_t@1366;boa-C..Users.Administrator.eclipse.workspace.masProject.bin.group13.Group13_BS-C..Users.Administrator.eclipse.workspace.masProject.bin.group13.Group13_AS-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-C..Users.Administrator.eclipse.workspace.masProject.bin.group13.Group13_OMS_t@1367;0.8483333333333334;0.8564909885811369;0.8483333333333334;0.8564909885811369;0.8483333333333334;0.8564909885811369;party1_utility.xml;party2_utility.xml
0.042;58;;60rounds;Yes;No;2;0.74053;0.80583;0.07253;0.18919;1.54636;TheNegotiator@1368;TheNegotiator@1369;0.8058333333333333;0.7405280739267821;0.8058333333333333;0.7405280739267821;0.0;0.0;party1_utility.xml;party2_utility.xml
0.054;60;;60rounds;Yes;No;2;0.73828;0.87833;0.00000;0.21194;1.61662;ValueModelAgent@1370;TheNegotiator@1371;0.8783333333333334;0.7382820437475793;0.8783333333333334;0.7382820437475793;0.0;0.0;party1_utility.xml;party2_utility.xml
0.050;61;;60rounds;Yes;No;2;0.29693;1.00000;0.00000;0.66723;1.29693;Gahboninho@1372;TheNegotiator@1373;1.0;0.2969260373579895;1.0;0.2969260373579895;0.0;0.0;party1_utility.xml;party2_utility.xml
2.077;57;;60rounds;Yes;No;2;0.83583;0.84001;0.02068;0.10210;1.67585;BRAMAgent@1374;TheNegotiator@1375;0.8358333333333332;0.8400142500258816;0.8358333333333332;0.8400142500258816;0.0;0.0;party1_utility.xml;party2_utility.xml
0.044;61;;60rounds;Yes;No;2;0.32074;0.93667;0.05136;0.62646;1.25740;KLH@1376;TheNegotiator@1377;0.9366666666666666;0.3207375465597058;0.9366666666666666;0.3207375465597058;0.0;0.0;party1_utility.xml;party2_utility.xml
0.513;53;;60rounds;Yes;No;2;0.84833;0.85649;0.00000;0.09595;1.70482;boa-C..Users.Administrator.eclipse.workspace.masProject.bin.group13.Group13_BS-C..Users.Administrator.eclipse.workspace.masProject.bin.group13.Group13_AS-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-C..Users.Administrator.eclipse.workspace.masProject.bin.group13.Group13_OMS_t@1378;TheNegotiator@1379;0.8483333333333334;0.8564909885811369;0.8483333333333334;0.8564909885811369;0.8483333333333334;0.0;party1_utility.xml;party2_utility.xml
0.051;58;;60rounds;Yes;No;2;0.78500;0.92857;0.00000;0.00000;1.71357;TheNegotiator@1380;ValueModelAgent@1381;0.7849999999999999;0.9285654723948509;0.7849999999999999;0.9285654723948509;0.0;0.0;party1_utility.xml;party2_utility.xml
0.063;61;;60rounds;Yes;No;2;0.84833;0.85649;0.00000;0.09595;1.70482;ValueModelAgent@1382;ValueModelAgent@1383;0.8483333333333334;0.8564909885811369;0.8483333333333334;0.8564909885811369;0.0;0.0;party1_utility.xml;party2_utility.xml
